pt_idx,S0,K,T,r,sigma,ref_source,p,sim_price,ref_price,delta,oracle_queries
19,90.0,100.0,0.5,0.05,0.15,grid,0.001,1.4225220656533033,1.5368329131643093,0.11431084751100595,11
19,90.0,100.0,0.5,0.05,0.15,grid,0.005,1.290703362024884,1.5368329131643093,0.24612955113942525,11
19,90.0,100.0,0.5,0.05,0.15,grid,0.01,2.860707144467471,1.5368329131643093,1.3238742313031617,13
20,110.0,100.0,0.75,0.05,0.15,grid,0,14.840293870088408,15.025328325515499,0.18503445542709152,19
20,110.0,100.0,0.75,0.05,0.15,grid,0.0001,14.921803874893476,15.025328325515499,0.10352445062202342,19
20,110.0,100.0,0.75,0.05,0.15,grid,0.001,15.174320844048124,15.025328325515499,0.14899251853262463,19
20,110.0,100.0,0.75,0.05,0.15,grid,0.005,24.102020016265485,15.025328325515499,9.076691690749985,9
20,110.0,100.0,0.75,0.05,0.15,grid,0.01,25.559518814395787,15.025328325515499,10.534190488880288,7
21,90.0,105.0,0.25,0.05,0.25,grid,0,0.9354160585301899,0.9202133618838606,0.015202696646329339,19
21,90.0,105.0,0.25,0.05,0.25,grid,0.0001,1.0256886647363848,0.9202133618838606,0.10547530285252416,11
21,90.0,105.0,0.25,0.05,0.25,grid,0.001,0.5034307099423923,0.9202133618838606,0.41678265194146835,17
21,90.0,105.0,0.25,0.05,0.25,grid,0.005,2.3334026510239276,0.9202133618838606,1.413189289140067,13
21,90.0,105.0,0.25,0.05,0.25,grid,0.01,2.7998660396435606,0.9202133618838606,1.8796526777597,13
22,110.0,105.0,1.0,0.05,0.25,grid,0,16.256810902981684,16.065630648467433,0.1911802545142507,15
22,110.0,105.0,1.0,0.05,0.25,grid,0.0001,16.877316441103694,16.065630648467433,0.8116857926362613,13
22,110.0,105.0,1.0,0.05,0.25,grid,0.001,15.470479259253056,16.065630648467433,0.5951513892143776,13
22,110.0,105.0,1.0,0.05,0.25,grid,0.005,33.069122755981375,16.065630648467433,17.003492107513942,7
22,110.0,105.0,1.0,0.05,0.25,grid,0.01,37.844353578651734,16.065630648467433,21.7787229301843,7
23,100.0,90.0,1.0,0.05,0.2,grid,0,16.768595078969373,16.985033783652582,0.2164387046832097,17
23,100.0,90.0,1.0,0.05,0.2,grid,0.0001,16.740097654086497,16.985033783652582,0.24493612956608501,15
